"[Using IT, Research, Career Development]",R Fundamentals 1: Numerical Variables (online),Data science tools and coding,9553041,03/12/2021 16:00,03/12/2021 17:00,https://lse.zoom.us/j/82078627399,[Lars Murdock Physant Murdock],3
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 3: Essential Functions (online),Productivity tools,9626464,16/03/2022 10:00,16/03/2022 11:00,MS TEAMS,"[Min Qi Boo, Bethanie Lim]",6
"[Using IT, Research, Career Development]",Python Fundamentals 5: List of Lists,Data science tools and coding,9522796,11/11/2021 14:00,11/11/2021 15:00,LRB.R08,[Ximin Chen],0
"[Using IT, Research, Career Development]",Python Fundamentals 3: Converting Data Types,Data science tools and coding,9640824,31/03/2022 13:00,31/03/2022 14:00,LBR.R.08,[Sara Luxmoore],0
"[Using IT, Research, Career Development]",Python Fundamentals 1: Numerical Variables (online),Data science tools and coding,9598086,04/02/2022 13:00,04/02/2022 14:00,https://lse.zoom.us/j/85725962302,[Kashvi Gandhi],6
"[Problem solving, Using IT, Career Development, Application of information skills]",VBA 2: Worksheet Manipulation,Productivity tools,9624273,10/03/2022 15:00,10/03/2022 16:00,LBR.R.08,[Kashvi Gandhi],5
"[Using IT, Research, Career Development]",Python Fundamentals 9: Writing Functions (online),Data science tools and coding,9490254,22/11/2021 13:00,22/11/2021 14:00,https://lse.zoom.us/j/89426048541,[Ximin Chen],2
"[Using IT, Research, Career Development]",Data Visualisation in Python 3: Plotting with Pandas and Seaborn,Data science tools and coding,9598069,03/02/2022 18:00,03/02/2022 19:00,LBR.R.08,[Kashvi Gandhi],0
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 4a: Lookup Functions (online),Productivity tools,9527164,26/11/2021 12:00,26/11/2021 13:00,MS TEAMS,"[Min Qi Boo, Bethanie Lim]",1
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 2: Numeric Calculations (online),Productivity tools,9689159,07/06/2022 14:00,07/06/2022 15:00,MS TEAMS,"[Manuela Capony, Bethanie Lim]",8
"[Using IT, Research, Career Development]",Tableau 1: Introduction to Tableau (online),Data science tools and coding,9598490,10/02/2022 13:00,10/02/2022 14:00,https://lse.zoom.us/j/86303415216,[Giorgia Cecchinato],8
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 4b: Pivot Tables (online),Productivity tools,9527870,02/12/2021 18:00,02/12/2021 19:00,MS TEAMS,"[Bardia Bijani Aval, Shurjo Rana]",1
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 4e: Data Tools,Productivity tools,9626640,18/03/2022 14:00,18/03/2022 15:00,LBR.R.08,"[Bardia Bijani Aval, Kara Jessup]",2
"[Problem solving, Using IT, Career Development, Application of information skills]",VBA 2: Worksheet Manipulation,Productivity tools,9598787,23/05/2022 12:00,23/05/2022 13:00,LBR.R.08,[Isolde Hegemann],4
"[Using IT, Research, Career Development]","R Fundamentals 2: Vectors, Functions, and Indexing",Data science tools and coding,9485880,01/12/2021 12:00,01/12/2021 13:00,LRB.R08,[Mario Marset Marset Ehrle],0
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 2: Numeric Calculations,Productivity tools,9516801,22/10/2021 11:00,22/10/2021 12:00,LRB.R08,"[Isolde Hegemann, Bethanie Lim, Nedelin Velikov]",2
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 4d: Charting Data (online),Productivity tools,9598889,03/02/2022 16:00,03/02/2022 17:00,MS TEAMS,"[Kara Jessup, Eshwar Seshagiri]",3
"[Using IT, Research, Career Development]",Python Fundamentals 2: String Variables (online),Data science tools and coding,9598503,11/02/2022 10:00,11/02/2022 11:00,https://lse.zoom.us/j/84527630297,[Kashvi Gandhi],4
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 1: Calculated Worksheets (online),Productivity tools,9630853,28/03/2022 10:00,28/03/2022 11:00,MS TEAMS,"[Manuela Capony, Eshwar Seshagiri]",3
"[Problem solving, Using IT, Career Development, Application of information skills]",VBA 1: Elements and Variables (online),Productivity tools,9580038,17/01/2022 14:00,17/01/2022 15:00,MS TEAMS,"[Bardia Bijani Aval, Min Qi Boo]",4
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 4a: Lookup Functions,Productivity tools,9527177,26/11/2021 11:00,26/11/2021 12:00,LRB.R08,"[Bethanie Lim, Jing Soh]",3
"[Using IT, Research, Career Development]",Python Fundamentals 4: Lists (online),Data science tools and coding,9623762,08/03/2022 14:00,08/03/2022 15:00,https://lse.zoom.us/j/88194795658,[Giorgia Cecchinato],3
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 4f: What-If Analysis (online),Productivity tools,9630683,21/03/2022 10:00,21/03/2022 11:00,MS TEAMS,"[Manuela Capony, Eshwar Seshagiri]",7
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 4b: Pivot Tables (online),Productivity tools,9626510,17/03/2022 11:00,17/03/2022 12:00,MS TEAMS,"[Shenel Mushtaq, Jing Soh]",8
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 5: Complex Calculations (online),Productivity tools,9532496,08/12/2021 15:00,08/12/2021 16:00,MS TEAMS,"[Shurjo Rana, Eshwar Seshagiri]",0
"[Using IT, Research, Career Development]",R Data Wrangling 2: Data wrangling with dplyr (online),Data science tools and coding,9528474,17/11/2021 11:00,17/11/2021 12:00,https://lse.zoom.us/j/85993169636,[Andrew Moles],0
"[Using IT, Research, Career Development]",R Data Wrangling 3: Joining and aggregation,Data science tools and coding,9623863,11/03/2022 10:00,11/03/2022 11:00,LBR.R.08,[Mario Marset Marset Ehrle],1
"[Using IT, Research, Career Development]",R Fundamentals 1: Numerical Variables (online),Data science tools and coding,9598566,10/02/2022 17:00,10/02/2022 18:00,https://lse.zoom.us/j/82078627399,[Lars Murdock Physant Murdock],9
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 5: Complex Calculations (online),Productivity tools,9350035,19/11/2021 09:00,19/11/2021 10:00,MS TEAMS,"[Bardia Bijani Aval, Kara Jessup]",2
"[Using IT, Research, Career Development]","R Fundamentals 2: Vectors, Functions, and Indexing (online)",Data science tools and coding,9528582,19/11/2021 17:00,19/11/2021 18:00,https://lse.zoom.us/j/88022075691,[Lars Murdock Physant Murdock],1
"[Using IT, Research, Career Development]",Working with Tabular Data 2: NumPy 2D Arrays,Data science tools and coding,9485848,09/11/2021 12:00,09/11/2021 13:00,LRB.R08,[Kashvi Gandhi],1
"[Using IT, Research, Career Development]",Working with Tabular Data 1: NumPy Arrays,Data science tools and coding,9546994,07/02/2022 14:00,07/02/2022 15:00,LBR.R.08,[Giorgia Cecchinato],1
"[Using IT, Research, Career Development]",Python Fundamentals 7: For loops (online),Data science tools and coding,9527909,15/11/2021 13:00,15/11/2021 14:00, https://lse.zoom.us/j/85227776197,[Michael Wiemers],1
"[Problem solving, Using IT, Career Development, Application of information skills]",VBA 3: Data Manipulation (online),Productivity tools,9679588,27/05/2022 14:00,27/05/2022 15:00,MS TEAMS,"[Manuela Capony, Nedelin Velikov]",0
"[Using IT, Research, Career Development]",Python Fundamentals 3: Converting Data Types (online),Data science tools and coding,9598170,03/02/2022 11:00,03/02/2022 12:00,https://lse.zoom.us/j/82070672964,[Arina Ghanizadegan],2
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 4a: Lookup Functions,Productivity tools,9519950,03/11/2021 09:00,03/11/2021 10:00,LRB.R08,"[Jack Downes, Nedelin Velikov]",2
"[Using IT, Research, Career Development]",Python for Finance Day 2: NumPy and Pandas,Data science academic support,9669673,17/05/2022 10:00,17/05/2022 13:30,CLM B.08,"[Giorgia Cecchinato, Adam Gray, Sara Luxmoore, Andrew Moles, Nicolas Eduardo Santos Villagran, Michael Wiemers]",0
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 6: Using Macros (online),Productivity tools,9580282,26/01/2022 12:00,26/01/2022 13:00,MS TEAMS,"[Manuela Capony, Shurjo Rana]",5
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 4e: Data Tools (online),Productivity tools,9626671,18/03/2022 14:00,18/03/2022 15:00,MS TEAMS,"[Isolde Hegemann, Shurjo Rana]",4
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 1: Calculated Worksheets,Productivity tools,9520536,08/11/2021 16:00,08/11/2021 17:00,LRB.R08,"[Min Qi Boo, Eshwar Seshagiri, Nedelin Velikov]",3
"[Using IT, Research, Career Development]",Python Fundamentals 3: Converting Data Types (online),Data science tools and coding,9678844,10/05/2022 11:00,10/05/2022 12:00,https://lse.zoom.us/j/81210179991,[Adam Gray],3
"[Using IT, Research, Career Development]",R Fundamentals 5: Loading Data and Packages,Data science tools and coding,9485892,09/11/2021 13:00,09/11/2021 14:00,LRB.R08,[Arina Ghanizadegan],1
"[Using IT, Research, Career Development]",Working with Tabular Data 2: NumPy 2D Arrays,Data science tools and coding,9547152,09/12/2021 10:00,09/12/2021 11:00,LRB.R08,[Kashvi Gandhi],0
"[Using IT, Research, Career Development]",Tableau 3: Geographic Data and Relationships,Data science tools and coding,9485911,25/11/2021 15:00,25/11/2021 16:00,LRB.R08,[Giorgia Cecchinato],0
"[Using IT, Research, Career Development]",Python for Accounting 3,Data science academic support,9644869,30/03/2022 15:00,30/03/2022 17:00,FAW.4.02,"[Ximin Chen, Arina Ghanizadegan]",2
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 2: Numeric Calculations,Productivity tools,9615461,14/02/2022 14:00,14/02/2022 15:00,LBR.R.08,"[Min Qi Boo, Kara Jessup]",7
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 4d: Charting Data (online),Productivity tools,9599344,11/02/2022 12:00,11/02/2022 13:00,MS TEAMS,"[Manuela Capony, Shurjo Rana]",5
"[Using IT, Research, Career Development]",Python Fundamentals 8: Conditionals,Data science tools and coding,9486369,04/11/2021 10:00,04/11/2021 11:00,https://lse.zoom.us/j/89641912188,[Michael Wiemers],3
"[Using IT, Research, Career Development]","R Fundamentals 2: Vectors, Functions, and Indexing",Data science tools and coding,9616557,22/02/2022 12:00,22/02/2022 13:00,LBR.R.08,[Arina Ghanizadegan],0
"[Problem solving, Using IT, Career Development, Application of information skills]",VBA 2: Worksheet Manipulation (online),Productivity tools,9355034,01/02/2022 11:00,01/02/2022 12:00,MS TEAMS,"[Shurjo Rana, Lidya Stamper]",1
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 4c: Sorting and Filtering,Productivity tools,9207088,02/11/2021 17:00,02/11/2021 18:00,LRB.R08,"[Bethanie Lim, Nedelin Velikov]",1
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 2: Numeric Calculations,Productivity tools,9598807,31/01/2022 15:00,31/01/2022 16:00,LBR.R.08,"[Bethanie Lim, Jing Soh]",6
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 1: Calculated Worksheets,Productivity tools,9513451,19/10/2021 11:00,19/10/2021 12:00,LRB.R08,"[Min Qi Boo, Kashvi Gandhi, Nedelin Velikov]",6
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 2: Numeric Calculations,Productivity tools,9624102,01/03/2022 14:00,01/03/2022 15:00,LBR.R.08,"[Isolde Hegemann, Kara Jessup]",6
"[Problem solving, Using IT, Career Development, Application of information skills]",VBA 1: Elements and Variables,Productivity tools,9624266,09/03/2022 17:00,09/03/2022 18:00,LBR.R.08,[Manuela Capony],5
"[Using IT, Research, Career Development]",R Fundamentals 4: Data Frames,Data science tools and coding,9616575,24/02/2022 10:00,24/02/2022 11:00,LBR.R.08,[Kashvi Gandhi],4
"[Problem solving, Using IT, Career Development, Application of information skills]",PowerPoint 2: Formatting Slides,Productivity tools,9630801,24/03/2022 11:00,24/03/2022 12:00,LBR.R.08,"[Manuela Capony, Jack Downes]",2
"[Problem solving, Using IT, Career Development, Application of information skills]",PowerPoint 2: Formatting Slides (online),Productivity tools,9350078,01/02/2022 12:00,01/02/2022 13:00,MS TEAMS,[Bardia Bijani Aval],0
"[Using IT, Research, Career Development]",R Fundamentals 1: Numerical Variables,Data science tools and coding,9597969,01/02/2022 12:00,01/02/2022 13:00,LBR.R.08,[Arina Ghanizadegan],1
"[Using IT, Research, Career Development]",Tableau 2: Filtering and Sorting (online),Data science tools and coding,9512286,18/10/2021 13:00,18/10/2021 14:00,https://lse.zoom.us/j/86021135122,[Giorgia Cecchinato],5
"[Using IT, Research, Career Development]",R Data Wrangling 2: Data wrangling with dplyr (online),Data science tools and coding,9623846,11/03/2022 10:00,11/03/2022 11:00,https://lse.zoom.us/j/82499761277,[Kashvi Gandhi],3
"[Using IT, Research, Career Development]",Python Fundamentals 6 & 7: Fast-track Pilot,Data science tools and coding,9678316,26/05/2022 11:00,26/05/2022 13:00,LBR.R.08,[Kashvi Gandhi],5
"[Problem solving, Using IT, Career Development, Application of information skills]",VBA 5: Report Generation (online),Productivity tools,9599053,09/02/2022 14:00,09/02/2022 15:00,MS TEAMS,[Kashvi Gandhi],0
"[Problem solving, Using IT, Career Development, Application of information skills]",VBA 1: Elements and Variables,Productivity tools,9527096,24/11/2021 13:00,24/11/2021 14:00,LRB.R08,"[Manuela Capony, Jack Downes]",1
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 4d: Charting Data,Productivity tools,9624194,04/03/2022 12:00,04/03/2022 13:00,LBR.R.08,"[Bardia Bijani Aval, Eshwar Seshagiri]",6
"[Problem solving, Using IT, Career Development, Application of information skills]",VBA 1: Elements and Variables (online),Productivity tools,9532576,10/12/2021 09:00,10/12/2021 10:00,MS TEAMS,"[Bardia Bijani Aval, Kara Jessup]",0
"[Using IT, Research, Career Development]",Python for Finance Day 4: Calculating and visualizing returns,Data science academic support,9669724,19/05/2022 10:00,19/05/2022 13:30,CLM B.08,"[Giorgia Cecchinato, Sara Luxmoore, Andrew Moles, Nicolas Eduardo Santos Villagran, Michael Wiemers]",0
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 1: Calculated Worksheets (online),Productivity tools,9688973,06/06/2022 11:00,06/06/2022 12:00,MS TEAMS,"[Min Qi Boo, Jack Downes]",9
"[Using IT, Research, Career Development]",Python Fundamentals 4: Lists (online),Data science tools and coding,9579597,19/01/2022 15:00,19/01/2022 16:00,https://lse.zoom.us/j/81658041874,[Sara Luxmoore],6
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 3: Essential Functions,Productivity tools,9599328,10/02/2022 16:00,10/02/2022 17:00,LBR.R.08,"[Bethanie Lim, Eshwar Seshagiri]",10
"[Using IT, Research, Career Development]",Python Fundamentals 1: Numerical Variables,Data science tools and coding,9655094,31/03/2022 10:00,31/03/2022 11:00,LBR.R.08,"[Andrew Moles, Nicolas Eduardo Santos Villagran]",1
"[Using IT, Research, Career Development]",Tableau 1: Introduction to Tableau (online),Data science tools and coding,9523404,01/11/2021 14:00,01/11/2021 15:00,https://lse.zoom.us/j/86303415216,[Giorgia Cecchinato],5
"[Using IT, Research, Career Development]",R Fundamentals 4: Data Frames,Data science tools and coding,9485888,27/10/2021 11:00,27/10/2021 12:00,LRB.R08,[Andrew Moles],2
"[Using IT, Research, Career Development]",Python Fundamentals 4: Lists (online),Data science tools and coding,9598368,09/02/2022 15:00,09/02/2022 16:00,https://lse.zoom.us/j/81658041874,[Arina Ghanizadegan],4
"[Using IT, Research, Career Development]","Data Visualisation in Python 2: Scatter, Bar Plots and Histograms with Matplotlib (online)",Data science tools and coding,9498384,15/11/2021 16:00,15/11/2021 17:00,https://lse.zoom.us/j/86297946515,[Sara Luxmoore],0
"[Using IT, Research, Career Development]","R Fundamentals 2: Vectors, Functions, and Indexing (online)",Data science tools and coding,9598204,11/02/2022 14:00,11/02/2022 15:00,https://lse.zoom.us/j/88022075691,[Andrew Moles],7
"[Using IT, Research, Career Development]",Python Fundamentals 3: Converting Data Types,Data science tools and coding,9598314,09/02/2022 17:00,09/02/2022 18:00,LBR.R.08,[Sara Luxmoore],0
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 3: Essential Functions (online),Productivity tools,9274671,22/10/2021 15:00,22/10/2021 16:00,MS TEAMS,"[Isolde Hegemann, Kara Jessup, Nedelin Velikov]",4
"[Using IT, Research, Career Development]",Python Fundamentals 3: Converting Data Types (online),Data science tools and coding,9623768,08/03/2022 10:00,08/03/2022 11:00,https://lse.zoom.us/j/81210179991,[Ximin Chen],5
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 6: Using Macros (online),Productivity tools,9331210,08/12/2021 17:00,08/12/2021 18:00,MS TEAMS,"[Min Qi Boo, Kashvi Gandhi]",2
"[Problem solving, Using IT, Career Development, Application of information skills]",VBA 1: Elements and Variables (online),Productivity tools,9624251,09/03/2022 17:00,09/03/2022 18:00,MS TEAMS,"[Shurjo Rana, Eshwar Seshagiri]",9
"[Problem solving, Using IT, Career Development, Application of information skills]",VBA 2: Worksheet Manipulation,Productivity tools,9532473,06/12/2021 12:00,06/12/2021 13:00,LRB.R08,"[Shurjo Rana, Nedelin Velikov]",1
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 4b: Pivot Tables (online),Productivity tools,9519961,03/11/2021 15:00,03/11/2021 16:00,MS TEAMS,"[Jack Downes, Shurjo Rana, Nedelin Velikov]",1
"[Using IT, Research, Career Development]",R Fundamentals 1: Numerical Variables (online),Data science tools and coding,9514215,21/10/2021 12:00,21/10/2021 13:00,https://lse.zoom.us/j/82078627399,[Andrew Moles],0
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 5: Complex Calculations,Productivity tools,9679595,30/05/2022 11:00,30/05/2022 12:00,LBR.R.08,"[Isolde Hegemann, Kara Jessup]",5
"[Using IT, Research, Career Development]",Python Fundamentals 1 & 2: Fast-track Pilot,Data science tools and coding,9678731,05/05/2022 11:00,05/05/2022 13:00,LBR.R.08,[Kashvi Gandhi],9
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 1: Calculated Worksheets,Productivity tools,9624086,28/02/2022 10:00,28/02/2022 11:00,LBR.R.08,"[Kara Jessup, Lidya Stamper]",5
"[Using IT, Research, Career Development]",Python for Accounting 2,Data science academic support,9540308,01/12/2021 10:00,01/12/2021 12:00,LRB.R08,"[Kashvi Gandhi, Michael Wiemers]",7
"[Using IT, Research, Career Development]",Python for Finance,Data science academic support,9591294,05/02/2022 10:15,05/02/2022 17:15,Marshall Building MAR 1.10,"[Giorgia Cecchinato, Kashvi Gandhi, Sara Luxmoore, Michael Wiemers]",0
"[Using IT, Research, Career Development]",Python Fundamentals 2: String Variables,Data science tools and coding,9628733,08/03/2022 16:00,08/03/2022 18:00,LBR.R.08,"[Kashvi Gandhi, Sara Luxmoore]",2
"[Problem solving, Using IT, Career Development, Application of information skills]",VBA 3: Data Manipulation,Productivity tools,9488363,23/11/2021 17:00,23/11/2021 18:00,LRB.R08,[Bardia Bijani Aval],0
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 2: Numeric Calculations,Productivity tools,9616617,21/02/2022 14:00,21/02/2022 15:00,LBR.R.08,"[Min Qi Boo, Shurjo Rana]",3
"[Problem solving, Using IT, Career Development, Application of information skills]",VBA 2: Worksheet Manipulation (online),Productivity tools,9225874,09/12/2021 09:00,09/12/2021 10:00,MS TEAMS,"[Isolde Hegemann, Lidya Stamper]",1
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 1: Calculated Worksheets (online),Productivity tools,9580186,24/01/2022 11:00,24/01/2022 12:00,MS TEAMS,"[Eshwar Seshagiri, Lidya Stamper]",5
"[Using IT, Research, Career Development]","R Fundamentals 2: Vectors, Functions, and Indexing",Data science tools and coding,9598550,11/02/2022 12:00,11/02/2022 13:00,LBR.R.08,[Mario Marset Marset Ehrle],2
"[Using IT, Research, Career Development]",Python for Accounting 2,Data science academic support,9540296,30/11/2021 15:00,30/11/2021 17:00,LRB.R08,"[Kashvi Gandhi, Arina Ghanizadegan]",0
"[Using IT, Research, Career Development]",Python Fundamentals 8: Conditionals,Data science tools and coding,9528555,18/11/2021 14:00,18/11/2021 15:00,LRB.R08,[Ximin Chen],1
"[Using IT, Research, Career Development]",Python Fundamentals 2: String Variables,Data science tools and coding,9598321,09/02/2022 13:00,09/02/2022 14:00,LBR.R.08,[Arina Ghanizadegan],5
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 3: Essential Functions,Productivity tools,9519492,25/10/2021 18:00,25/10/2021 19:00,LRB.R08,"[Kashvi Gandhi, Kara Jessup]",2
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 5: Complex Calculations (online),Productivity tools,9615910,18/02/2022 11:00,18/02/2022 12:00,MS TEAMS,"[Bethanie Lim, Lidya Stamper]",0
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 2: Numeric Calculations,Productivity tools,9626374,15/03/2022 14:00,15/03/2022 15:00,LBR.R.08,"[Isolde Hegemann, Shenel Mushtaq]",7
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 4b: Pivot Tables (online),Productivity tools,9527729,30/11/2021 14:00,30/11/2021 15:00,MS TEAMS,"[Eshwar Seshagiri, Jing Soh]",5
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 1: Calculated Worksheets,Productivity tools,9624323,11/03/2022 14:00,11/03/2022 15:00,LBR.R.08,"[Isolde Hegemann, Kara Jessup]",4
"[Using IT, Research, Career Development]",Python Fundamentals 1 & 2: Fast-track Pilot,Data science tools and coding,9627176,28/03/2022 12:00,28/03/2022 14:00,LBR.R.08,[Ximin Chen],2
"[Problem solving, Using IT, Career Development, Application of information skills]",PowerPoint 3: Professional Slides (online),Productivity tools,9580269,25/01/2022 14:00,25/01/2022 15:00,MS TEAMS,"[Jack Downes, Shenel Mushtaq]",4
"[Problem solving, Using IT, Career Development, Application of information skills]",VBA 1: Elements and Variables,Productivity tools,9679418,18/05/2022 11:00,18/05/2022 12:00,LBR.R.08,"[Min Qi Boo, Lidya Stamper]",7
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 1: Calculated Worksheets (online),Productivity tools,9679140,03/05/2022 14:00,03/05/2022 15:00,MS TEAMS,"[Manuela Capony, Shurjo Rana]",1
"[Using IT, Research, Career Development]",Tableau 1: Introduction to Tableau (online),Data science tools and coding,9615410,14/02/2022 13:00,14/02/2022 14:00,https://lse.zoom.us/j/85419155956,[Giorgia Cecchinato],1
"[Using IT, Research, Career Development]",Python Fundamentals 1: Numerical Variables (online),Data science tools and coding,9579970,17/01/2022 13:00,17/01/2022 14:00,https://lse.zoom.us/j/85725962302,[Ximin Chen],6
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 3: Essential Functions (online),Productivity tools,9519989,04/11/2021 09:00,04/11/2021 10:00,MS TEAMS,"[Isolde Hegemann, Lidya Stamper, Nedelin Velikov]",3
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 2: Numeric Calculations,Productivity tools,9520566,09/11/2021 17:00,09/11/2021 18:00,LRB.R08,"[Bardia Bijani Aval, Kara Jessup]",3
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 4a: Lookup Functions (online),Productivity tools,9626494,16/03/2022 17:00,16/03/2022 18:00,MS TEAMS,"[Jack Downes, Shurjo Rana]",8
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 4c: Sorting and Filtering (online),Productivity tools,9520714,11/11/2021 18:00,11/11/2021 19:00,MS TEAMS,"[Bardia Bijani Aval, Shurjo Rana]",2
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 4f: What-If Analysis (online),Productivity tools,9599172,07/02/2022 13:00,07/02/2022 14:00,MS TEAMS,"[Bardia Bijani Aval, Lidya Stamper]",7
[Using IT],Excel Financial Modelling for Postgraduate Students,Productivity support,9541819,27/11/2021 09:15,27/11/2021 16:00,LSE LIFE Workspace 4a,"[Min Qi Boo, Manuela Capony, Kashvi Gandhi, Kara Jessup, Kenneth Lee, Eshwar Seshagiri, Jing Soh, Nedelin Velikov]",69
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 3: Essential Functions,Productivity tools,9679161,05/05/2022 15:00,05/05/2022 16:00,LBR.R.08,[Shenel Mushtaq],1
"[Using IT, Research, Career Development]",Python Fundamentals 1: Numerical Variables,Data science tools and coding,9598106,04/02/2022 14:00,04/02/2022 15:00,LBR.R.08,[Sara Luxmoore],3
"[Using IT, Research, Career Development]",Python Fundamentals 1: Numerical Variables,Data science tools and coding,9616523,21/02/2022 10:00,21/02/2022 11:00,LBR.R.08,[Arina Ghanizadegan],9
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 2: Numeric Calculations,Productivity tools,9519853,01/11/2021 16:00,01/11/2021 17:00,LRB.R08,"[Min Qi Boo, Jing Soh]",4
"[Using IT, Research, Career Development]",Working with Tabular Data 4: Pandas Indexing (online),Data science tools and coding,9579884,26/01/2022 13:00,26/01/2022 14:00,https://lse.zoom.us/j/88367540375,[Sara Luxmoore],1
"[Using IT, Research, Career Development]",R Fundamentals 7: Lists and Matrices (online),Data science tools and coding,9485969,01/11/2021 18:00,01/11/2021 19:00,https://lse.zoom.us/j/85013336621,[Anton Boichenko],1
"[Using IT, Research, Career Development]",R Data Wrangling 1 & 2: Fast-track Pilot,Data science tools and coding,9678167,06/06/2022 13:00,06/06/2022 15:00,LBR.R.08,[Arina Ghanizadegan],5
"[Using IT, Research, Career Development]",Working with Tabular Data 1: NumPy Arrays (online),Data science tools and coding,9483030,08/11/2021 11:00,08/11/2021 12:00,ZOOM,[Michael Wiemers],4
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 4b: Pivot Tables,Productivity tools,9624159,03/03/2022 11:00,03/03/2022 12:00,LBR.R.08,"[Isolde Hegemann, Bethanie Lim]",6
"[Using IT, Research, Career Development]",Python Fundamentals 3: Converting Data Types (online),Data science tools and coding,9522587,09/11/2021 17:00,09/11/2021 18:00,https://lse.zoom.us/j/82070672964,[Sara Luxmoore],0
"[Using IT, Research, Career Development]","R Fundamentals 2: Vectors, Functions, and Indexing (online)",Data science tools and coding,9579686,21/01/2022 10:00,21/01/2022 11:00,https://lse.zoom.us/j/88022075691,[Maria Lopez],6
"[Using IT, Research, Career Development]","R Fundamentals 2: Vectors, Functions, and Indexing (online)",Data science tools and coding,9507340,14/10/2021 19:00,14/10/2021 20:00,https://lse.zoom.us/j/88022075691,[Konstanty Kowalewski],7
"[Using IT, Research, Career Development]",Python Fundamentals 1: Numerical Variables (online),Data science tools and coding,9698679,06/06/2022 11:00,06/06/2022 12:00,https://lse.zoom.us/j/82966465093,[Nicolas Eduardo Santos Villagran],2
"[Problem solving, Using IT, Career Development, Application of information skills]",Excel 4a: Lookup Functions,Productivity tools,9599393,10/02/2022 18:00,10/02/2022 19:00,LBR.R.08,"[Manuela Capony, Jack Downes]",8
"[Problem solving, Using IT, Career Development, Application of information skills]",VBA 1: Elements and Variables,Productivity tools,9689165,08/06/2022 11:00,08/06/2022 12:00,LBR.R.08,"[Min Qi Boo, Bethanie Lim]",1
"[Using IT, Research, Career Development]",R Fundamentals 1: Numerical Variables,Data science tools and coding,9640762,21/03/2022 11:00,21/03/2022 12:00,LBR.R.08,[Mario Marset Marset Ehrle],3
"[Using IT, Research, Career Development]",Python Fundamentals 4: Lists (online),Data science tools and coding,9640864,01/04/2022 11:00,01/04/2022 12:00,https://lse.zoom.us/j/88194795658,[Kashvi Gandhi],5
"[Specific skills, Using IT, Research, Career Development]","R Fundamentals 3: Strings, Factors, and Type Conversion (online)",Data science tools and coding,9678905,17/05/2022 10:00,17/05/2022 11:00,https://lse.zoom.us/j/84474717157,[Mario Marset Marset Ehrle],5
"[Using IT, Research, Career Development]","R Fundamentals 2: Vectors, Functions, and Indexing (online)",Data science tools and coding,9579561,18/01/2022 14:00,18/01/2022 15:00,https://lse.zoom.us/j/88022075691,[Arina Ghanizadegan],5
