"symbol","date","open","high","low","close","volume","adjusted"
"SP500","2016-03-07",58.216530500806,58.8879878341948,57.6344153210567,58.3990409088499,46356722.2445686,49.902276557234
"SP500","2016-03-08",58.0217397290348,58.6710418735482,57.4514512181268,57.9158500616205,45665539.6154847,49.5046884124039
"SP500","2016-03-09",58.1460337956251,58.6369119740635,57.5994083839653,58.2505909254328,38321529.8366455,49.7953117772995
"SP500","2016-03-10",58.4702642658239,58.8887030011037,57.4920048417012,58.2402978193013,48017298.8534529,49.7868914216234
"SP500","2016-03-11",58.7961525898598,59.4391735307963,58.415303789972,59.2193144747593,43571983.6114218,50.6484918238584
"SP500","2016-03-14",59.0357606276311,59.576414492338,58.6632752059901,59.1686745087745,33862294.8046137,50.6144451423661
"SP500","2016-03-15",58.7773796121704,59.4240534229828,58.4197868134538,59.1301017076437,40235571.3376594,50.5868559549975
"SP500","2016-03-16",59.0059634442645,59.8586012567751,58.6548392515242,59.5216303690876,52012054.8352724,50.9292308910457
"SP500","2016-03-17",59.4901880690454,60.3136187054965,58.9588569220787,59.8254863897385,53217956.2753236,51.1611029499233
"SP500","2016-03-18",60.0793601584246,60.6022635025735,59.4540108851162,60.0716772709167,78219822.6654578,51.3715444687056
"SP500","2016-03-21",59.9502403687557,60.4956935368249,59.5488869032731,60.1348541076418,49035909.672762,51.4386981558883
"SP500","2016-03-22",59.7737007121926,60.4875362530685,59.5345250712664,60.089730649893,39402337.243166,51.4041570693339
"SP500","2016-03-23",60.0455414595985,60.4255186727654,59.487065513571,59.7953986264421,51715160.4689619,51.1569365010389
"SP500","2016-03-24",59.4676206958604,60.0116513046202,59.0781869431346,59.7665363699787,39115468.871228,51.1352223445616
"SP500","2016-03-28",59.8771585633928,60.2310698231081,59.3805733740118,59.7743935156447,35670077.1320795,51.1342522174213
"SP500","2016-03-29",59.6776585618364,60.6242834241174,59.358235561063,60.4650745336488,42626675.8892982,51.7521442367799
"SP500","2016-03-30",60.7957452526541,61.2560444310197,60.3351708193114,60.6796643524633,54332633.2365899,51.9373715131736
"SP500","2016-03-31",60.6447937224185,61.0778713998133,60.1860591269844,60.5226221175703,49259317.2682947,51.7912222168667
"SP500","2016-04-01",60.2108548221349,61.2606999073214,59.8726205066646,61.0684695547029,49409617.1819556,52.2812453901806
"SP500","2016-04-04",61.0428782186645,61.39006486492,60.3895736214894,60.7729723838053,53728359.3679782,52.0172317362738
"SP500","2016-04-05",60.3679683701937,60.8548097125533,59.9054633111658,60.2422796726932,46829556.4125032,51.5627930423856
"SP500","2016-04-06",60.2295147084338,61.0319842428087,59.9030142241677,60.8735541770971,55006906.906182,52.1235436387654
"SP500","2016-04-07",60.5574324566337,60.8846411946589,59.8506974939641,60.1923778291935,50570094.968796,51.536719989771
"SP500","2016-04-08",60.5661465995776,60.9323258720426,59.9294855697378,60.2500057118472,37792920.1141233,51.5639343047212
"SP500","2016-04-11",60.4341190580741,60.896242725993,59.9290626054894,60.0673548201837,50160243.6719914,51.3978441192622
"SP500","2016-04-12",60.1754050646096,60.9064587095541,59.7990417446419,60.6717412078688,41902218.4271964,51.9177475691043
"SP500","2016-04-13",61.038385556708,61.6357137957245,60.5047360401225,61.3149559138797,51549104.8055886,52.495731205373
"SP500","2016-04-14",61.2919003648382,61.778155532548,60.905384507548,61.3686702900905,51062276.569394,52.5521313814952
"SP500","2016-04-15",61.3897731763097,61.743536654746,60.889556744223,61.3553324853228,58202191.8300594,52.537070148615
"SP500","2016-04-18",61.2063437395017,62.0268021822103,60.920204766479,61.7856112257117,53890533.6443733,52.9124893416919
"SP500","2016-04-19",61.9401500010131,62.4000038010428,61.2460249783308,61.8881929184313,50389753.5795259,52.9836669634251
"SP500","2016-04-20",61.91343156008,62.4676391802221,61.3784190496036,61.9158867764467,38022958.9234061,53.0121738078045
"SP500","2016-04-21",61.8874490596088,62.388473213651,61.2738355903757,61.6554423461586,37777422.8228196,52.8095845063733
"SP500","2016-04-22",61.2568619696998,61.8593957051576,60.7302243304012,61.3945349164421,52058183.8419767,52.5414175922545
"SP500","2016-04-25",61.2075379098081,61.6239966597082,60.788626205383,61.3381208256956,34930976.8195984,52.4933238683981
"SP500","2016-04-26",61.4439834935545,61.8765075003621,60.889360428716,61.3862220987795,45318150.5202171,52.5163855850138
"SP500","2016-04-27",61.2080062777009,61.8529981830721,60.6659965549049,61.4619309228401,74655697.7061713,52.5695806700902
"SP500","2016-04-28",61.3374089273581,62.064886952373,60.5543254536845,60.9274405136038,70850465.8356424,52.125808630369
"SP500","2016-04-29",60.8225007269096,61.3699984922814,60.1307627016932,60.7852803914082,65374290.9329067,52.0344079206918
"SP500","2016-05-02",60.9361660305028,61.5725919511066,60.4697557126812,61.333603202562,47695095.0713121,52.5157983879982
"SP500","2016-05-03",60.9113458392833,61.3032380239658,60.2817474520849,60.805576912116,46798511.9740278,52.0544794945821
"SP500","2016-05-04",60.2567709567198,60.8165928247977,59.6707781058907,60.2906917258266,65554282.5838673,51.5840991452455
"SP500","2016-05-05",60.40114128495,60.8731509674816,59.8728054898947,60.2654184703841,43690179.970923,51.5644064534384
"SP500","2016-05-06",60.0107130636038,60.7663073324644,59.6209319055394,60.519197521832,39744790.7690777,51.8009729162957
"SP500","2016-05-09",60.5125230545853,61.0278698173607,60.0749317150555,60.5515373878299,46219064.1256036,51.8266415095536
"SP500","2016-05-10",60.8176457679178,61.5111353420135,60.5516061808545,61.3561576128222,43290147.8883349,52.5189230421423
"SP500","2016-05-11",61.2556758806446,61.6379005837407,60.6077285745877,60.8045290669455,47770754.6287352,52.0675006605545
"SP500","2016-05-12",61.0277437580582,61.4121340642164,60.3170068527963,60.8647090471456,84942062.3178158,52.1208041452516
"SP500","2016-05-13",60.7209278023652,61.1934673736769,60.1394149757149,60.3742342690558,183030256.406946,51.7165045964165
"SP500","2016-05-16",60.430467649418,61.2618675831646,60.1555100704825,60.9763892580524,102489706.478245,52.2300015232312
"SP500","2016-05-17",60.8916517667556,61.2681783208694,60.0128885393404,60.3349498516616,74397913.4174443,51.702550027433
"SP500","2016-05-18",60.1633572613353,60.9443688530444,59.7084654971273,60.4127917018543,67427831.3778929,51.7918314289081
"SP500","2016-05-19",60.0888995191873,60.5191955946109,59.4434881213454,60.0665383471656,52372891.6682837,51.4899577336648
"SP500","2016-05-20",60.3127935550935,60.8552845997834,60.0013837259105,60.4310950687126,52935216.0957265,51.8224664047669
"SP500","2016-05-23",60.4021272796721,60.7662636583916,59.9610065267425,60.2233563463728,53151476.6782663,51.6369604241695
"SP500","2016-05-24",60.5000416256148,61.3758960629323,60.2912759310396,61.1264277930781,54469971.6529559,52.4323456388535
"SP500","2016-05-25",61.311170093509,61.8811074984671,61.0013778470651,61.4968744690423,57483545.1291263,52.7449466929938
"SP500","2016-05-26",61.5423741935072,61.9670582398698,61.1296856557631,61.5553980859821,49828039.8286474,52.8043478131957
"SP500","2016-05-27",61.5792812839321,61.995065430593,61.313690865103,61.7883268519769,41268663.5236194,53.0161264402735
"SP500","2016-05-31",61.8921321826388,62.2457149553351,61.2625867166298,61.6958799058065,57346018.1329013,52.9363006081782
"SP500","2016-06-01",61.4839350492015,62.060239125922,61.1243692148478,61.8376828611581,48282855.3157867,53.0638432376198
"SP500","2016-06-02",61.6890883253515,62.1267191944666,61.302748231737,61.9957274681707,47195945.9491365,53.2142244555917
"SP500","2016-06-03",61.8367029658402,62.1699260957108,61.2490256543021,61.8390707408149,55604989.47993,53.0671467860168
"SP500","2016-06-06",61.9136829799461,62.5591480696354,61.5924268388189,62.180622345435,41303758.1169903,53.3737216248343
"SP500","2016-06-07",62.2542514686962,62.727583072837,61.9336727314688,62.2243203077576,32309598.562349,53.3993836385646
"SP500","2016-06-08",62.262493598556,62.7553114768464,61.9601302524461,62.4532737947224,34619852.6757113,53.609212140717
"SP500","2016-06-09",62.1935781479438,62.6172917051325,61.8464843141583,62.3066337626465,52897230.5262034,53.4786653583109
"SP500","2016-06-10",61.8222930724759,62.1872256508186,61.3379035360367,61.6732038916847,51739955.0607734,52.9182556014772
"SP500","2016-06-13",61.3534494862344,61.9847596010306,60.9509560072097,61.161228510813,61321564.6108285,52.4773493949971
"SP500","2016-06-14",61.0072337838843,61.4798296775355,60.5093776421117,61.067449293774,43648750.9204956,52.4050083239845
"SP500","2016-06-15",61.2206483118156,61.6178886656924,60.7760689480954,60.9738520338181,42397210.6354557,52.3276192234225
"SP500","2016-06-16",60.6918620464527,61.3829226268875,60.23968823909,61.223271673355,39698438.8328705,52.5441130410091
"SP500","2016-06-17",61.2383134057582,61.46287703254,60.4709003681528,60.851217288856,71747085.3613451,52.1964517521208
"SP500","2016-06-20",61.481235415968,62.011859897857,61.0786743156912,61.2773745244087,45166794.5352079,52.5754734452824
"SP500","2016-06-21",61.4320022833973,61.832230295584,61.0112648155057,61.4487545276992,37569970.1757595,52.7293794696451
"SP500","2016-06-22",61.5610810741986,61.9834286952207,61.1407130036506,61.3770173635278,39886659.2626535,52.6688328360406
"SP500","2016-06-23",61.8818356800426,62.3592903404719,61.5005904189703,62.2233266338185,46002872.9207863,53.4027636956912
"SP500","2016-06-24",60.0131289547218,61.1770325815599,59.3311191774003,59.843081183251,129366692.822058,51.3106517311291
"SP500","2016-06-27",59.3372321100777,59.6637135231347,58.1077171119897,58.7305207369852,68073570.153609,50.3269608724877
"SP500","2016-06-28",59.3864311338369,60.0330292294994,58.8900616667508,59.798148329356,56707117.0403974,51.2595485275569
"SP500","2016-06-29",60.3014893300781,61.0862292128732,60.0057365665921,60.8534095420558,49459246.0068291,52.1776369715313
"SP500","2016-06-30",61.0661151954391,61.8541564097339,60.5819946691043,61.5990936024681,57274922.4438721,52.798384397418
"SP500","2016-07-01",61.5801893973886,62.2027393527212,61.278832722241,61.7358921126731,36211125.4247627,52.9349684043489
"SP500","2016-07-05",61.4461895674464,61.8720276591142,60.8826137543226,61.4294736067234,49027281.7190069,52.7266461008484
"SP500","2016-07-06",61.1953710092585,62.0129506552875,60.7902214749927,61.8229010803222,43213176.5992813,53.0823738744065
"SP500","2016-07-07",61.8807838763372,62.3357437945953,61.3790564598209,61.8205080667351,47851401.7452291,53.0955892888862
"SP500","2016-07-08",62.2490286367676,62.9602318292948,61.9527964983955,62.7980518867552,57083578.9358392,53.9425468895237
"SP500","2016-07-11",62.9797346737356,63.4713970193457,62.7100271885167,63.0694718353906,52444965.0084778,54.1847593620215
"SP500","2016-07-12",63.3646207498745,63.8275369524059,62.9397170610161,63.424772058527,53863116.9525975,54.4771595842224
"SP500","2016-07-13",63.5565464254057,63.8677532256876,63.0600155448184,63.415380610776,43045391.1469586,54.460978570467
"SP500","2016-07-14",63.7888444360555,64.1220642003924,63.3372961096971,63.6960453765696,45220544.8402805,54.7073636601102
"SP500","2016-07-15",63.8734285800415,64.07879959641,63.2640763510786,63.6098453503514,52033005.0547728,54.6255039087547
"SP500","2016-07-18",63.6643265063354,64.1324464643559,63.3410811714433,63.8310048186966,42448131.6756756,54.8433074838917
"SP500","2016-07-19",63.6349388765354,64.1026649038189,63.2645028180955,63.7583200914453,50631066.1119783,54.7818881672464
"SP500","2016-07-20",64.0581744215731,64.5343355557835,63.6624195801108,64.1791575415693,44447255.854754,55.1762378379843
"SP500","2016-07-21",64.1191551588169,64.4618575684128,63.502676752737,63.8501033359261,47831460.9153304,54.8783089227146
"SP500","2016-07-22",63.8962056839987,64.331308896859,63.5013428442505,64.13373448584,42421226.2308038,55.1164806575408
"SP500","2016-07-25",64.0864062342909,64.350094918083,63.4671607142311,63.9804985184474,45775615.2275503,54.9931892435227
"SP500","2016-07-26",63.9772623118125,64.4779417926934,63.5645229743375,64.0760225222387,66367871.5777835,55.0823876002162
"SP500","2016-07-27",64.2457021198285,64.7033238748649,63.6434970434678,64.1072877326465,72009123.9217711,55.1318664735719
"SP500","2016-07-28",64.1069601097301,64.6799558114912,63.6004401556616,64.2954791070245,46286850.4480122,55.3163212203327
"SP500","2016-07-29",64.250589800534,64.8428544099387,63.8376009312706,64.4224232967023,56881590.5330048,55.4347266128662
"SP500","2016-08-01",64.3907163486779,64.8721316485624,63.9448112430041,64.4519902309795,46845077.973384,55.4789866506302
"SP500","2016-08-02",64.4168046201266,64.7205372348772,63.6246557879542,64.1053737498682,44345048.447692,55.1718088261772
"SP500","2016-08-03",64.0625824147194,64.5857148272946,63.697104885441,64.2955260101287,42191909.9271422,55.3475618985991
"SP500","2016-08-04",64.2744721901431,64.7360995753954,63.886889294824,64.3702367763271,38686883.8027672,55.432282072736
"SP500","2016-08-05",64.7606171575237,65.31744177114,64.4057004070269,64.9967878027588,52362286.3136389,55.994055112913
"SP500","2016-08-08",65.0191367762994,65.3003762037092,64.5876684612036,64.9163443622511,40117074.8268578,55.9256957184437
"SP500","2016-08-09",64.965985216494,65.3743155819844,64.6500676661988,65.0009063113187,44562487.3139032,56.0032379461261
"SP500","2016-08-10",65.0030515424055,65.2585339841697,64.526295580789,64.8229298242132,43249620.1073634,55.868901494486
"SP500","2016-08-11",64.962337686688,65.3831533962145,64.6618200779784,65.0534313673398,67433500.3934404,56.0773763551423
"SP500","2016-08-12",64.9020230632705,65.2663504000682,64.6184911886453,65.0085206461699,120081717.317656,56.0354401392253
"SP500","2016-08-15",65.0912347204774,65.5017443528696,64.81393354473,65.1509695583077,59151943.8997537,56.1580911153299
"SP500","2016-08-16",65.0006322525197,65.2838489778481,64.5435418932389,64.7983979012895,39842353.5728749,55.8758899675038
"SP500","2016-08-17",64.7892857552011,65.1577043220928,64.3531040916699,64.9536454407684,61118406.0884187,56.025106071847
"SP500","2016-08-18",64.9394260398183,65.3281021230031,64.653332894282,65.0604853637399,39835791.9007387,56.1150150945131
"SP500","2016-08-19",64.870517197901,65.2669152288204,64.5164542715804,64.9957390441081,38585116.2910757,56.0735934420161
"SP500","2016-08-22",64.9358309419749,65.2751435132598,64.5831335398804,64.9925337441657,33610469.1397113,56.0765333678888
"SP500","2016-08-23",65.2040083594162,65.5298461788108,64.8955714613663,65.0814848218945,40520143.7596336,56.1608929233323
"SP500","2016-08-24",65.004543686748,65.273734875747,64.4210453699565,64.6752629556067,37983883.8417975,55.8003387244348
"SP500","2016-08-25",64.575959911659,65.0112150939129,64.2553639109906,64.6413882099835,46265444.7409129,55.777881968357
"SP500","2016-08-26",64.7492808415071,65.242314270708,64.1915093735586,64.5783858293834,40726153.9734765,55.7372938195272
"SP500","2016-08-29",64.6378515097452,65.2077960018236,64.4525492009406,64.9087863270707,36735243.6012864,56.0187066286197
"SP500","2016-08-30",64.8761198362347,65.1608447263219,64.3818438737417,64.7178653604824,37725409.4285475,55.8665462657497
"SP500","2016-08-31",64.6125405381209,64.8928316693852,64.1749504608137,64.593608976664,47549211.7075097,55.7688983735839
"SP500","2016-09-01",64.5936110352432,64.913203722708,64.0339135169665,64.5838104365516,51500860.1167052,55.7642730627658
"SP500","2016-09-02",64.840766866942,65.185096063587,64.442392989517,64.8170180671345,43443872.0251259,55.9618076504068
"SP500","2016-09-06",64.9013408418456,65.3846786706404,64.429474011484,65.0905858125539,43374828.6567425,56.2126350866069
"SP500","2016-09-07",65.0092134542181,65.4360283994976,64.6566446970036,65.0974717684964,52143497.7072571,56.2325637008529
"SP500","2016-09-08",64.9785323941174,65.3146612103524,64.5615496831326,64.8950204878466,48538294.2896025,56.0532347702952
"SP500","2016-09-09",64.4420162235583,64.7122669901503,63.3003608438435,63.3443150687885,81676815.0178558,54.7165780920385
"SP500","2016-09-12",63.057083955574,64.4631725496195,62.8521099866154,64.2694096080248,70999662.5177227,55.5239924705832
"SP500","2016-09-13",63.8483331426763,64.1527531994386,63.0521696244745,63.3972344494278,66004334.3536242,54.7921929797396
"SP500","2016-09-14",63.4106909187759,64.0181104369697,63.0377666474304,63.4228770231795,65404820.6980205,54.8289848991364
"SP500","2016-09-15",63.4190103426701,64.346086172937,63.1802451306092,64.1198999098456,75004528.3882972,55.4487178628003
"SP500","2016-09-16",63.962449388073,64.3039270684227,63.4382248163731,63.9333193908437,108778429.658788,55.301159212322
"SP500","2016-09-19",64.1727482510504,64.5989614855663,63.6907145049581,63.9472277803608,54261801.0059532,55.3031360516128
"SP500","2016-09-20",64.2490515554057,64.5084138540056,63.7328098283336,63.9706485999402,43312897.1257575,55.328933401588
"SP500","2016-09-21",64.2172317424516,64.8072553440779,63.79077166119,64.6642747595193,47838559.7700759,55.9287134736418
"SP500","2016-09-22",64.9795735000127,65.3902989408008,64.6464307045745,65.0546373668518,43964595.8506492,56.2653092234087
"SP500","2016-09-23",64.8239451770583,65.1769657880019,64.3277195108298,64.6209898279348,45895648.8919735,55.883386530673
"SP500","2016-09-26",64.3496731797162,64.6794828301135,63.871830452949,64.1672033545779,36744487.0010425,55.4967306079923
"SP500","2016-09-27",64.195546036209,64.8888823721072,63.8686616523887,64.6629803100027,49507974.4368041,55.9501325021595
"SP500","2016-09-28",64.7792327261329,65.1858320806164,64.2812876585852,64.9228783758942,44344268.7291231,56.1653708009071
"SP500","2016-09-29",64.8342581348407,65.3145820936012,64.030547974766,64.3776940379156,48917713.4189921,55.703614424876
"SP500","2016-09-30",64.6370989849826,65.253495987571,64.2969621369802,64.845812377675,57587943.6575648,56.1062522834585
"SP500","2016-10-03",64.6657721054539,65.0711052726362,64.2174099846072,64.6833668061371,36129661.0791342,55.9820287767427
"SP500","2016-10-04",64.7865724029123,65.0964285608051,64.0826658893538,64.3876582989756,40978324.7778762,55.7523213130787
"SP500","2016-10-05",64.5894913163938,65.0672483031972,64.2213085415439,64.6368068453503,40846568.3427365,55.9740540384439
"SP500","2016-10-06",64.5741112514433,64.9604825808093,64.1291066137295,64.6620830228161,46428787.1688533,55.9942739494057
"SP500","2016-10-07",64.746388236472,64.9976092653061,64.0776226626466,64.4825092116924,39128493.7071034,55.8393065843294
"SP500","2016-10-10",64.7549412418878,65.2608694635182,64.4625805147646,64.8047334151108,41122855.5109618,56.1228925694625
"SP500","2016-10-11",64.6735014857123,64.8942427347115,63.7030867320149,64.0154806686277,59135940.9708786,55.4369602557727
"SP500","2016-10-12",64.056005787036,64.4834485657046,63.6609750351836,64.0719273571441,51431316.9235665,55.4869457819545
"SP500","2016-10-13",63.6753691093893,64.1445316989949,63.1345973695921,63.8275418482905,50780192.3095756,55.2647395243108
"SP500","2016-10-14",64.1788147222535,64.5632407966496,63.6657789774506,63.877977677951,46378709.388733,55.3114603652606
"SP500","2016-10-17",63.8797562260259,64.1752237233726,63.414697414894,63.6881828297233,33414544.7276111,55.1412556613788
"SP500","2016-10-18",64.1792033879604,64.5702020346651,63.7277390057359,64.0996867787993,41261712.9065143,55.5153158907841
"SP500","2016-10-19",64.1717431618198,64.6552606601902,63.7527673480719,64.2522317423955,33766151.147343,55.6642804421776
"SP500","2016-10-20",64.1659052747823,64.5532059001367,63.7004387860939,64.1080256872469,44445904.3280646,55.5681981776103
"SP500","2016-10-21",63.9506867807092,64.4813773129516,63.5836592223912,64.1849887438855,42808403.0218189,55.6510219172016
"SP500","2016-10-24",64.5166373379164,64.9798858389675,64.1351761692245,64.5828079528133,46467637.637478,56.011663864751
"SP500","2016-10-25",64.5085179446139,64.921360114916,64.0007317485051,64.3886684568855,55619480.2615957,55.8276867390016
"SP500","2016-10-26",64.1471406150243,64.7092111134705,63.6712059109443,64.2147006443733,56550973.7511652,55.6588799012757
"SP500","2016-10-27",64.4358917571833,64.7418403120815,63.5992344026553,63.9069734007691,58352222.8773112,55.3876414925866
"SP500","2016-10-28",63.8246414266087,64.4923686457474,63.1941494523739,63.7463648884085,54389785.9587464,55.2582531025887
"SP500","2016-10-31",63.8961716347018,64.2798722005632,63.4075137114017,63.7554665912736,41158058.3700529,55.2712786086594
"SP500","2016-11-01",63.8913105637489,64.1621808514517,62.8126150250992,63.3035554080264,63670624.074172,54.8763056871817
"SP500","2016-11-02",63.2356973011912,63.6326275398338,62.5569470022395,62.8814399697216,45343174.3839797,54.4978481547032
"SP500","2016-11-03",62.8477163090849,63.2514990022155,62.2010491919409,62.4906639025524,43945161.1284274,54.1478596573056
"SP500","2016-11-04",62.3420450661134,63.1199663765727,61.9611526050822,62.4115956907784,47917425.9868509,54.0797839193581
"SP500","2016-11-07",63.2785703979485,64.1242335070363,63.0082336898679,63.9023297086643,60824194.7845399,55.3877195888399
"SP500","2016-11-08",63.9293197916285,64.7974632968892,63.5936030289095,64.3969705642695,50762063.7724855,55.8667136803416
"SP500","2016-11-09",64.0582981306879,65.6970956292765,63.3324306012566,65.0883190559051,75891153.07073,56.4495855188656
"SP500","2016-11-10",65.4545967612585,66.3967710765024,63.9053615366373,65.1021207683267,114497633.737258,56.4374801469833
"SP500","2016-11-11",64.8587875460821,65.5546518315395,64.2374572178345,65.0311704744197,192244324.143122,56.3829647860439
"SP500","2016-11-14",65.1604358657391,65.8141900882444,63.8972441072322,64.7352303413006,138660559.935582,56.0884496603722
"SP500","2016-11-15",64.9044730559073,65.653372406144,64.3268649796396,65.165888034646,74424778.6088657,56.4953798513274
"SP500","2016-11-16",64.9307255570322,65.6039717465169,64.4839631870439,65.116807424131,103541201.422356,56.4882235359305
"SP500","2016-11-17",65.1854359346242,65.8685670695149,64.7696580534542,65.4763159094545,84866294.3363895,56.8251267526294
"SP500","2016-11-18",65.4939273942603,65.939736402314,64.9411580627383,65.2733698771232,65591932.7529798,56.6455275514681
"SP500","2016-11-21",65.5019622366109,66.1279184118817,65.1782015115816,65.8456795288961,54422207.0928839,57.1650493284062
"SP500","2016-11-22",66.0348327904169,66.4601724719279,65.4349528685279,65.9947045977245,47248980.0591372,57.2909245838217
"SP500","2016-11-23",65.7353127981192,66.2672541636564,65.2232303283895,65.8930324052599,53439129.3265187,57.1908806432612
"SP500","2016-11-25",65.9848928098508,66.3629969590571,65.6669897831673,66.1158920466623,23670828.7228945,57.3760599527457
"SP500","2016-11-28",65.9058858481079,66.4099438938024,65.4454479983604,65.7778779900805,42415396.4550475,57.0808404126642
"SP500","2016-11-29",65.7749123713608,66.381485780821,65.4082063832477,65.9016266402928,53673062.114298,57.2046146123141
"SP500","2016-11-30",66.0471240415187,66.4963374636219,65.2218801532096,65.5022990643946,60171767.4114403,56.8342759240898
"SP500","2016-12-01",65.5554184629024,66.0712306216633,64.5054558994316,65.0991996508072,107089752.267727,56.4591731702036
"SP500","2016-12-02",65.088582630286,65.6723227642436,64.5932944970735,65.1452777084672,56762170.0446071,56.493214535977
"SP500","2016-12-05",65.4665654769319,66.0673680000568,64.9776090860599,65.6124322345617,68318342.9661741,56.9202079837811
"SP500","2016-12-06",65.7441461403845,66.1684482009182,65.199376688674,65.7977628000066,58502645.9398647,57.0836560884477
